team_home,team_away,goals_home,goals_away,result,date,source
Uruguay,Argentina,2.0,3.0,2.0,1911-09-17,international_results
Uruguay,Argentina,1.0,1.0,0.0,1911-10-08,international_results
Germany,Austria,1.0,2.0,2.0,1911-10-09,international_results
Argentina,Uruguay,2.0,0.0,1.0,1911-10-22,international_results
Finland,Sweden,2.0,5.0,2.0,1911-10-22,international_results
Germany,Sweden,1.0,3.0,2.0,1911-10-29,international_results
Hungary,Switzerland,9.0,0.0,1.0,1911-10-29,international_results
Luxembourg,France,1.0,4.0,2.0,1911-10-29,international_results
Uruguay,Argentina,3.0,0.0,1.0,1911-10-29,international_results
Hungary,Austria,2.0,0.0,1.0,1911-11-05,international_results
Germany,Hungary,1.0,4.0,2.0,1911-12-17,international_results
France,Belgium,1.0,1.0,0.0,1912-01-28,international_results
Northern Ireland,England,1.0,6.0,2.0,1912-02-10,international_results
France,Catalonia,7.0,0.0,1.0,1912-02-10,international_results
France,Switzerland,4.0,1.0,1.0,1912-02-18,international_results
Belgium,Switzerland,9.0,2.0,1.0,1912-02-20,international_results
Scotland,Wales,1.0,0.0,1.0,1912-03-02,international_results
Belgium,Netherlands,1.0,2.0,2.0,1912-03-10,international_results
Wales,England,0.0,2.0,2.0,1912-03-11,international_results
Northern Ireland,Scotland,1.0,4.0,2.0,1912-03-16,international_results
Italy,France,3.0,4.0,2.0,1912-03-17,international_results
Scotland,England,1.0,1.0,0.0,1912-03-23,international_results
Netherlands,Germany,5.0,5.0,0.0,1912-03-24,international_results
Wales,Northern Ireland,2.0,3.0,2.0,1912-04-13,international_results
Hungary,Germany,4.0,4.0,0.0,1912-04-14,international_results
Jersey,Guernsey,3.0,3.0,0.0,1912-04-18,international_results
Jersey,Guernsey,2.0,5.0,2.0,1912-04-19,international_results
Guernsey,Alderney,4.0,0.0,1.0,1912-04-25,international_results
Netherlands,Belgium,4.0,3.0,1.0,1912-04-28,international_results
Austria,Hungary,1.0,1.0,0.0,1912-05-05,international_results
Switzerland,Germany,1.0,2.0,2.0,1912-05-05,international_results
Russia,Finland,1.0,1.0,0.0,1912-05-06,international_results
Norway,Sweden,1.0,2.0,2.0,1912-06-16,international_results
Sweden,Hungary,2.0,2.0,0.0,1912-06-20,international_results
Norway,Hungary,0.0,6.0,2.0,1912-06-23,international_results
Sweden,Finland,7.0,1.0,1.0,1912-06-27,international_results
Finland,Italy,3.0,2.0,1.0,1912-06-29,international_results
Austria,Germany,5.0,1.0,1.0,1912-06-29,international_results
Sweden,Netherlands,3.0,4.0,2.0,1912-06-29,international_results
Finland,Russia,2.0,1.0,1.0,1912-06-30,international_results
Denmark,Norway,7.0,0.0,1.0,1912-06-30,international_results
Netherlands,Austria,3.0,1.0,1.0,1912-06-30,international_results
Austria,Norway,1.0,0.0,1.0,1912-07-01,international_results
Germany,Russia,16.0,0.0,1.0,1912-07-01,international_results
Sweden,Italy,0.0,1.0,2.0,1912-07-01,international_results
Denmark,Netherlands,4.0,1.0,1.0,1912-07-02,international_results
Hungary,Germany,3.0,1.0,1.0,1912-07-03,international_results
Austria,Italy,5.0,1.0,1.0,1912-07-03,international_results
Norway,Russia,2.0,1.0,1.0,1912-07-03,international_results
Netherlands,Finland,9.0,0.0,1.0,1912-07-04,international_results
Hungary,Austria,3.0,0.0,1.0,1912-07-05,international_results
Russia,Hungary,0.0,9.0,2.0,1912-07-12,international_results
Russia,Hungary,0.0,12.0,2.0,1912-07-14,international_results
Uruguay,Argentina,2.0,0.0,1.0,1912-08-15,international_results
Uruguay,Argentina,3.0,0.0,1.0,1912-08-25,international_results
Argentina,Uruguay,0.0,1.0,2.0,1912-09-22,international_results
Argentina,Uruguay,3.0,3.0,0.0,1912-10-06,international_results
Denmark,Germany,3.0,1.0,1.0,1912-10-06,international_results
Hungary,Austria,4.0,0.0,1.0,1912-11-03,international_results
Sweden,Norway,4.0,2.0,1.0,1912-11-03,international_results
Germany,Netherlands,2.0,3.0,2.0,1912-11-17,international_results
Uruguay,Argentina,1.0,3.0,2.0,1912-12-01,international_results
Catalonia,France,1.0,0.0,1.0,1912-12-01,international_results
Italy,Austria,1.0,3.0,2.0,1912-12-22,international_results
France,Italy,1.0,0.0,1.0,1913-01-12,international_results
Northern Ireland,Wales,0.0,1.0,2.0,1913-01-18,international_results
Philippines,China,2.0,1.0,1.0,1913-02-04,international_results
Northern Ireland,England,2.0,1.0,1.0,1913-02-15,international_results
Belgium,France,3.0,0.0,1.0,1913-02-16,international_results
Wales,Scotland,0.0,0.0,0.0,1913-03-03,international_results
Belgium,Netherlands,3.0,3.0,0.0,1913-03-09,international_results
Switzerland,France,1.0,4.0,2.0,1913-03-09,international_results
Northern Ireland,Scotland,1.0,2.0,2.0,1913-03-15,international_results
England,Wales,4.0,3.0,1.0,1913-03-17,international_results
Jersey,Alderney,5.0,2.0,1.0,1913-04-03,international_results
England,Scotland,1.0,0.0,1.0,1913-04-05,international_results
Jersey,Guernsey,2.0,4.0,2.0,1913-04-17,international_results
France,Luxembourg,8.0,0.0,1.0,1913-04-20,international_results
Netherlands,Belgium,2.0,4.0,2.0,1913-04-20,international_results
Austria,Hungary,1.0,4.0,2.0,1913-04-27,international_results
Italy,Belgium,1.0,0.0,1.0,1913-05-01,international_results
Russia,Sweden,1.0,4.0,2.0,1913-05-04,international_results
Switzerland,Belgium,1.0,2.0,2.0,1913-05-04,international_results
Germany,Switzerland,1.0,2.0,2.0,1913-05-18,international_results
Hungary,Sweden,2.0,0.0,1.0,1913-05-18,international_results
Denmark,Sweden,8.0,0.0,1.0,1913-05-25,international_results
Sweden,Norway,9.0,0.0,1.0,1913-06-08,international_results
Argentina,Uruguay,1.0,1.0,0.0,1913-06-15,international_results
Austria,Italy,2.0,0.0,1.0,1913-06-15,international_results
Argentina,Uruguay,2.0,1.0,1.0,1913-07-09,international_results
Argentina,Uruguay,4.0,0.0,1.0,1913-08-15,international_results
Argentina,Uruguay,2.0,0.0,1.0,1913-08-31,international_results
Russia,Norway,1.0,1.0,0.0,1913-09-14,international_results
Chile,Argentina,0.0,2.0,2.0,1913-09-21,international_results
Sweden,Denmark,0.0,10.0,2.0,1913-10-05,international_results
Uruguay,Argentina,1.0,0.0,1.0,1913-10-05,international_results
Germany,Denmark,1.0,4.0,2.0,1913-10-26,international_results
Hungary,Austria,4.0,3.0,1.0,1913-10-26,international_results
Norway,Sweden,1.0,1.0,0.0,1913-10-26,international_results
Uruguay,Argentina,1.0,0.0,1.0,1913-10-26,international_results
Belgium,Switzerland,2.0,0.0,1.0,1913-11-02,international_results
Belgium,Germany,6.0,2.0,1.0,1913-11-23,international_results
Italy,Austria,0.0,0.0,0.0,1914-01-11,international_results
Wales,Northern Ireland,1.0,2.0,2.0,1914-01-19,international_results
France,Belgium,4.0,3.0,1.0,1914-01-25,international_results
Luxembourg,France,5.0,4.0,1.0,1914-02-08,international_results
England,Northern Ireland,0.0,3.0,2.0,1914-02-14,international_results
Scotland,Wales,0.0,0.0,0.0,1914-02-28,international_results
France,Switzerland,2.0,2.0,0.0,1914-03-08,international_results
Northern Ireland,Scotland,1.0,1.0,0.0,1914-03-14,international_results
Belgium,Netherlands,2.0,4.0,2.0,1914-03-15,international_results
Wales,England,0.0,2.0,2.0,1914-03-16,international_results
Italy,France,2.0,0.0,1.0,1914-03-29,international_results
Guernsey,Alderney,4.0,0.0,1.0,1914-04-02,international_results
Scotland,England,3.0,1.0,1.0,1914-04-04,international_results
Italy,Switzerland,1.0,1.0,0.0,1914-04-05,international_results
Netherlands,Germany,4.0,4.0,0.0,1914-04-05,international_results
Guernsey,Jersey,2.0,1.0,1.0,1914-04-23,international_results
Netherlands,Belgium,4.0,2.0,1.0,1914-04-26,international_results
Austria,Hungary,2.0,0.0,1.0,1914-05-03,international_results
Denmark,Netherlands,4.0,3.0,1.0,1914-05-17,international_results
Switzerland,Italy,0.0,1.0,2.0,1914-05-17,international_results
Sweden,Finland,4.0,3.0,1.0,1914-05-24,international_results
Hungary,France,5.0,1.0,1.0,1914-05-31,international_results
Sweden,Hungary,1.0,1.0,0.0,1914-06-21,international_results
Norway,Sweden,0.0,1.0,2.0,1914-06-28,international_results
Sweden,Russia,2.0,2.0,0.0,1914-07-05,international_results
Norway,Russia,1.0,1.0,0.0,1914-07-12,international_results
Uruguay,Argentina,3.0,2.0,1.0,1914-08-30,international_results
Argentina,Uruguay,2.0,1.0,1.0,1914-09-13,international_results
Argentina,Brazil,3.0,0.0,1.0,1914-09-20,international_results
Argentina,Brazil,0.0,1.0,2.0,1914-09-27,international_results
Hungary,Austria,2.0,2.0,0.0,1914-10-04,international_results
Sweden,Norway,7.0,0.0,1.0,1914-10-25,international_results
Austria,Hungary,1.0,2.0,2.0,1914-11-08,international_results
Basque Country,Catalonia,6.0,1.0,1.0,1915-01-03,international_results
Italy,Switzerland,3.0,1.0,1.0,1915-01-31,international_results
Catalonia,Basque Country,2.0,2.0,0.0,1915-02-07,international_results
Hungary,Austria,2.0,5.0,2.0,1915-05-02,international_results
Basque Country,Catalonia,1.0,0.0,1.0,1915-05-13,international_results
China,Philippines,0.0,0.0,0.0,1915-05-18,international_results
China,Philippines,1.0,0.0,1.0,1915-05-19,international_results
Austria,Hungary,1.0,2.0,2.0,1915-05-30,international_results
Denmark,Sweden,2.0,0.0,1.0,1915-06-06,international_results
Norway,Sweden,1.0,1.0,0.0,1915-06-27,international_results
Uruguay,Argentina,2.0,3.0,2.0,1915-07-18,international_results
Argentina,Uruguay,2.0,1.0,1.0,1915-08-15,international_results
Uruguay,Argentina,2.0,0.0,1.0,1915-09-12,international_results
Denmark,Norway,8.0,1.0,1.0,1915-09-19,international_results
Austria,Hungary,4.0,2.0,1.0,1915-10-03,international_results
Sweden,Norway,5.0,2.0,1.0,1915-10-24,international_results
Sweden,Denmark,0.0,2.0,2.0,1915-10-31,international_results
Hungary,Austria,6.0,2.0,1.0,1915-11-07,international_results
Austria,Hungary,3.0,1.0,1.0,1916-05-07,international_results
Catalonia,Basque Country,1.0,3.0,2.0,1916-05-21,international_results
Catalonia,Basque Country,0.0,0.0,0.0,1916-05-22,international_results
Denmark,Sweden,2.0,0.0,1.0,1916-06-04,international_results
Hungary,Austria,2.0,1.0,1.0,1916-06-04,international_results
Basque Country,Catalonia,5.0,0.0,1.0,1916-06-04,international_results
Norway,Denmark,0.0,2.0,2.0,1916-06-25,international_results
Chile,Uruguay,0.0,4.0,2.0,1916-07-02,international_results
Sweden,Norway,6.0,0.0,1.0,1916-07-02,international_results
Argentina,Chile,6.0,1.0,1.0,1916-07-06,international_results
Brazil,Chile,1.0,1.0,0.0,1916-07-08,international_results
Argentina,Brazil,1.0,1.0,0.0,1916-07-10,international_results
Argentina,Chile,1.0,0.0,1.0,1916-07-12,international_results
Brazil,Uruguay,1.0,2.0,2.0,1916-07-12,international_results
Uruguay,Chile,4.0,1.0,1.0,1916-07-14,international_results
Argentina,Uruguay,0.0,0.0,0.0,1916-07-17,international_results
Uruguay,Brazil,0.0,1.0,2.0,1916-07-18,international_results
Argentina,Uruguay,3.0,1.0,1.0,1916-08-15,international_results
Uruguay,Argentina,1.0,2.0,2.0,1916-08-15,international_results
Sweden,United States,2.0,3.0,2.0,1916-08-20,international_results
Norway,United States,1.0,1.0,0.0,1916-09-03,international_results
Argentina,Uruguay,7.0,2.0,1.0,1916-10-01,international_results
Hungary,Austria,2.0,3.0,2.0,1916-10-01,international_results
Norway,Sweden,0.0,0.0,0.0,1916-10-01,international_results
Uruguay,Argentina,0.0,1.0,2.0,1916-10-01,international_results
Sweden,Denmark,4.0,0.0,1.0,1916-10-08,international_results
Denmark,Norway,8.0,0.0,1.0,1916-10-15,international_results
Uruguay,Argentina,3.0,1.0,1.0,1916-10-29,international_results
Austria,Hungary,3.0,3.0,0.0,1916-11-05,international_results
Austria,Hungary,1.0,1.0,0.0,1917-05-06,international_results
Japan,Philippines,2.0,15.0,2.0,1917-05-07,international_results
Japan,China,0.0,5.0,2.0,1917-05-09,international_results
Japan,Philippines,2.0,15.0,2.0,1917-05-10,international_results
China,Philippines,3.0,0.0,1.0,1917-05-11,international_results
Denmark,Sweden,1.0,1.0,0.0,1917-06-03,international_results
Hungary,Austria,6.0,2.0,1.0,1917-06-03,international_results
Norway,Denmark,1.0,2.0,2.0,1917-06-17,international_results
Austria,Hungary,1.0,4.0,2.0,1917-07-15,international_results
Uruguay,Argentina,0.0,2.0,2.0,1917-07-18,international_results
Argentina,Uruguay,1.0,0.0,1.0,1917-08-15,international_results
Sweden,Norway,3.0,3.0,0.0,1917-08-19,international_results
Uruguay,Argentina,1.0,0.0,1.0,1917-09-02,international_results
Norway,Sweden,0.0,2.0,2.0,1917-09-16,international_results
Uruguay,Chile,4.0,0.0,1.0,1917-09-30,international_results
Argentina,Brazil,4.0,2.0,1.0,1917-10-03,international_results
Argentina,Chile,1.0,0.0,1.0,1917-10-06,international_results
Denmark,Norway,12.0,0.0,1.0,1917-10-07,international_results
Hungary,Austria,2.0,1.0,1.0,1917-10-07,international_results
Uruguay,Brazil,4.0,0.0,1.0,1917-10-07,international_results
Brazil,Chile,5.0,0.0,1.0,1917-10-12,international_results
Sweden,Denmark,1.0,2.0,2.0,1917-10-14,international_results
Uruguay,Argentina,1.0,0.0,1.0,1917-10-14,international_results
Uruguay,Brazil,3.0,1.0,1.0,1917-10-16,international_results
Austria,Hungary,1.0,2.0,2.0,1917-11-04,international_results
Switzerland,Austria,0.0,1.0,2.0,1917-12-23,international_results
Switzerland,Austria,3.0,2.0,1.0,1917-12-26,international_results
Hungary,Austria,2.0,0.0,1.0,1918-04-14,international_results
Austria,Switzerland,5.0,1.0,1.0,1918-05-09,international_results
Hungary,Switzerland,2.0,1.0,1.0,1918-05-12,international_results
Sweden,Norway,2.0,0.0,1.0,1918-05-26,international_results
Austria,Hungary,0.0,2.0,2.0,1918-06-02,international_results
Denmark,Sweden,3.0,0.0,1.0,1918-06-02,international_results
Norway,Denmark,3.0,1.0,1.0,1918-06-16,international_results
Uruguay,Argentina,1.0,1.0,0.0,1918-07-18,international_results
Uruguay,Argentina,3.0,1.0,1.0,1918-07-28,international_results
Argentina,Uruguay,0.0,0.0,0.0,1918-08-15,international_results
Argentina,Uruguay,2.0,1.0,1.0,1918-08-25,international_results
Norway,Sweden,2.0,1.0,1.0,1918-09-15,international_results
Uruguay,Argentina,1.0,1.0,0.0,1918-09-20,international_results
Argentina,Uruguay,2.0,0.0,1.0,1918-09-29,international_results
Austria,Hungary,0.0,3.0,2.0,1918-10-06,international_results
Denmark,Norway,4.0,0.0,1.0,1918-10-06,international_results
Sweden,Denmark,1.0,2.0,2.0,1918-10-20,international_results
Belgium,France,2.0,2.0,0.0,1919-03-09,international_results
Hungary,Austria,2.0,1.0,1.0,1919-04-06,international_results
Guernsey,Jersey,2.0,0.0,1.0,1919-04-21,international_results
Brazil,Chile,6.0,0.0,1.0,1919-05-11,international_results
Paraguay,Argentina,1.0,5.0,2.0,1919-05-11,international_results
Philippines,China,0.0,2.0,2.0,1919-05-12,international_results
Argentina,Uruguay,2.0,3.0,2.0,1919-05-13,international_results
Philippines,China,2.0,1.0,1.0,1919-05-13,international_results
Paraguay,Argentina,0.0,3.0,2.0,1919-05-15,international_results
Philippines,China,1.0,2.0,2.0,1919-05-15,international_results
Chile,Uruguay,0.0,2.0,2.0,1919-05-17,international_results
Brazil,Argentina,3.0,1.0,1.0,1919-05-18,international_results
Paraguay,Argentina,1.0,2.0,2.0,1919-05-21,international_results
Argentina,Chile,4.0,1.0,1.0,1919-05-22,international_results
Paraguay,Argentina,1.0,2.0,2.0,1919-05-24,international_results
Brazil,Uruguay,2.0,2.0,0.0,1919-05-26,international_results
Brazil,Uruguay,1.0,0.0,1.0,1919-05-29,international_results
Sweden,Finland,1.0,0.0,1.0,1919-05-29,international_results
Brazil,Argentina,3.0,3.0,0.0,1919-06-01,international_results
Denmark,Sweden,3.0,0.0,1.0,1919-06-05,international_results
Netherlands,Sweden,3.0,1.0,1.0,1919-06-09,international_results
Denmark,Norway,5.0,1.0,1.0,1919-06-12,international_results
France,Romania,4.0,0.0,1.0,1919-06-24,international_results
Czechoslovakia,Belgium,4.0,1.0,1.0,1919-06-24,international_results
Italy,Greece,9.0,0.0,1.0,1919-06-25,international_results
United States,Canada,5.0,4.0,1.0,1919-06-25,international_results
Italy,Romania,7.0,1.0,1.0,1919-06-26,international_results
France,Greece,11.0,0.0,1.0,1919-06-26,international_results
Czechoslovakia,United States,8.0,2.0,1.0,1919-06-26,international_results
Belgium,Canada,5.0,2.0,1.0,1919-06-26,international_results
Greece,Romania,3.0,2.0,1.0,1919-06-28,international_results
France,Italy,2.0,0.0,1.0,1919-06-28,international_results
Czechoslovakia,Canada,3.0,2.0,1.0,1919-06-28,international_results
Belgium,United States,7.0,0.0,1.0,1919-06-28,international_results
France,Czechoslovakia,2.0,3.0,2.0,1919-06-29,international_results
Norway,Sweden,4.0,3.0,1.0,1919-06-29,international_results
Uruguay,Argentina,4.0,1.0,1.0,1919-07-18,international_results
Sweden,Netherlands,4.0,1.0,1.0,1919-08-24,international_results
Uruguay,Argentina,2.0,1.0,1.0,1919-08-24,international_results
Norway,Netherlands,1.0,1.0,0.0,1919-08-31,international_results
Argentina,Uruguay,1.0,2.0,2.0,1919-09-07,international_results
Sweden,Norway,1.0,5.0,2.0,1919-09-14,international_results
Norway,Denmark,3.0,2.0,1.0,1919-09-21,international_results
Finland,Sweden,3.0,3.0,0.0,1919-09-28,international_results
Austria,Hungary,2.0,0.0,1.0,1919-10-05,international_results
Sweden,Denmark,3.0,0.0,1.0,1919-10-12,international_results
Argentina,Uruguay,6.0,1.0,1.0,1919-10-19,international_results
Northern Ireland,England,1.0,1.0,0.0,1919-10-25,international_results
Hungary,Austria,3.0,2.0,1.0,1919-11-09,international_results
Uruguay,Argentina,4.0,2.0,1.0,1919-12-07,international_results
Italy,France,9.0,4.0,1.0,1920-01-18,international_results
Northern Ireland,Wales,2.0,2.0,0.0,1920-02-14,international_results
Wales,Scotland,1.0,1.0,0.0,1920-02-26,international_results
Switzerland,France,0.0,2.0,2.0,1920-02-29,international_results
Scotland,Northern Ireland,3.0,0.0,1.0,1920-03-13,international_results
England,Wales,1.0,2.0,2.0,1920-03-15,international_results
France,Belgium,2.0,1.0,1.0,1920-03-28,international_results
Switzerland,Italy,3.0,0.0,1.0,1920-03-28,international_results
Netherlands,Denmark,2.0,0.0,1.0,1920-04-05,international_results
England,Scotland,5.0,4.0,1.0,1920-04-10,international_results
Guernsey,Jersey,1.0,0.0,1.0,1920-04-15,international_results
Alderney,Guernsey,1.0,0.0,1.0,1920-04-29,international_results
Austria,Hungary,2.0,2.0,0.0,1920-05-02,international_results
Italy,Netherlands,1.0,1.0,0.0,1920-05-13,international_results
Switzerland,Netherlands,2.0,1.0,1.0,1920-05-16,international_results
Sweden,Finland,4.0,0.0,1.0,1920-05-30,international_results
Sweden,Switzerland,0.0,1.0,2.0,1920-06-06,international_results
Norway,Denmark,1.0,1.0,0.0,1920-06-13,international_results
Norway,Sweden,0.0,3.0,2.0,1920-06-27,international_results
Switzerland,Germany,4.0,1.0,1.0,1920-06-27,international_results
Uruguay,Argentina,2.0,0.0,1.0,1920-07-18,international_results
Argentina,Uruguay,1.0,3.0,2.0,1920-07-25,international_results
Argentina,Uruguay,1.0,0.0,1.0,1920-08-08,international_results
Czechoslovakia,Yugoslavia,7.0,0.0,1.0,1920-08-28,international_results
Spain,Denmark,1.0,0.0,1.0,1920-08-28,international_results
Italy,Egypt,2.0,1.0,1.0,1920-08-28,international_results
